2012 05 31 01 33.6433 132.6213 6.759646E+04  5
2012 05 31 02 33.5839 132.6074 4.601005E+05 16
2012 05 31 03 33.5230 132.7300 2.685011E+05  6
2012 05 31 04 33.4609 132.5363 1.264993E+05  3
2012 05 31 04 33.6075 132.4751 2.271228E+05  5
2012 05 31 05 33.3735 132.5470 2.373317E+05  9
2012 05 31 12 33.5991 132.6915 1.968888E+05  7
2012 05 31 13 33.5592 132.6157 1.470176E+05  4
2012 05 31 13 33.5680 132.7428 1.316910E+05  4
2012 05 31 14 33.5342 132.6298 7.063016E+04  4
2012 05 31 15 33.5494 132.6513 9.497727E+05 16
2012 05 31 16 33.5651 132.7181 2.853273E+05  8
2012 05 31 17 33.4746 132.6986 1.876126E+05  3
2012 05 31 17 33.5975 132.6886 1.637325E+05  5
2012 05 31 18 33.5358 132.7712 3.030729E+05 16
2012 05 31 19 33.5522 132.7794 9.337842E+04  6
2012 05 31 22 34.2365 134.0798 1.496449E+05  5
2012 05 31 23 33.5680 132.7546 3.324200E+05 11
